pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
D02_145142,ENT_D02_N,NODE_D02_N_ESC1_BT,2,1,88.38576196,59,45,,,Smithsonian Station,
D02_145143,NODE_D02_N_ESC1_BT,NODE_D02_N_MZ,1,1,50.4864776,11,,,,,12th Street & Jefferson Dr/The National Mall/Smithsonian Castle
D02_145144,NODE_D02_N_MZ,NODE_D02_N_FG_UNPAID,1,1,19.92128713,4,,,,,
D02_145145,NODE_D02_N_FG_UNPAID,NODE_D02_N_FG_PAID,6,0,3.333187324,5,,,,,
D02_145146,NODE_D02_N_FG_PAID,NODE_D02_N_FG_UNPAID,7,0,3.333187324,5,,,,,
D02_145147,NODE_D02_N_FG_PAID,NODE_D02_N_ESC2_TP,1,1,42.18667252,9,,,,OR New Carrollton/BL SV Downtown Largo,The Mall
D02_145148,NODE_D02_N_ESC2_TP,NODE_D02_N_ESC2_BT,4,0,44.08028579,22,,,,,
D02_145149,NODE_D02_N_ESC2_BT,PLF_D02_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,1,1,271.2998412,59,,,,,
D02_145150,NODE_D02_N_FG_PAID,NODE_D02_N_ESC3_TP,1,1,113.1444291,25,,,,OR New Carrollton/BL SV Downtown Largo,The Mall
D02_145151,NODE_D02_N_ESC3_BT,NODE_D02_N_ESC3_TP,4,0,46.24623284,23,,,,,
D02_145152,NODE_D02_N_ESC3_BT,PLF_D02_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,1,1,209.2473211,45,,,,,
D02_145153,NODE_D02_N_FG_PAID,NODE_D02_N_ESC5_TP,1,1,64.5773959,14,,,,OR Vienna/BL Franconia-Springfield/SV Wiehle-Reston East,The Mall
D02_145154,NODE_D02_N_ESC5_TP,NODE_D02_N_ESC5_BT,4,0,44.0806041,22,,,,,
D02_145155,NODE_D02_N_ESC5_BT,PLF_D02_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,1,1,270.1748828,59,,,,,
D02_145156,NODE_D02_N_FG_PAID,NODE_D02_N_ESC4_TP,1,1,113.3338715,25,,,,OR Vienna/BL Franconia-Springfield/SV Wiehle-Reston East,The Mall
D02_145157,NODE_D02_N_ESC4_BT,NODE_D02_N_ESC4_TP,4,0,46.24655114,23,,,,,
D02_145158,NODE_D02_N_ESC4_BT,PLF_D02_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,1,1,208.1702881,45,,,,,
D02_145159,PLF_D02_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,PF_D02_1,1,1,140.2129844,30,,,,,
D02_145160,PLF_D02_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,PF_D02_2,1,1,137.5269763,30,,,,,
D02_145161,NODE_D02_N_ESC3_BT,PF_D02_1,1,1,74.30065021,16,,,,,
D02_145162,NODE_D02_N_ESC4_BT,PF_D02_2,1,1,78.10074232,17,,,,,
D02_145163,NODE_D02_S_ELE1_TP,NODE_D02_S_ELE1_LL_BT,5,1,4.03466067,180,,,,,
D01_144110,ENT_D01_M,NODE_D01_ESC1_BT,4,0,59.46111643,30,,,,Federal Triangle Station,
D01_144111,NODE_D01_ESC1_BT,ENT_D01_M,4,0,55.32488725,28,,,,,
D01_144112,NODE_D01_ESC1_BT,NODE_D01_ESC2_TP,1,1,27.92088675,6,,,,,
D01_144113,NODE_D01_ESC2_TP,NODE_D01_ESC2_BT,4,0,55.95295844,28,,,,,
D01_144114,NODE_D01_ESC2_BT,NODE_D01_ESC2_TP,4,0,51.49732495,26,,,,,
D01_144115,NODE_D01_ESC2_BT,NODE_D01_MZ,1,1,105.6589127,23,,,,,
D01_144116,ENT_D01_EL,NODE_D01_ELE1_TP,1,1,7.912057675,2,,,,Federal Triangle Station Elevator to Mezzanine,
D01_144117,NODE_D01_ELE1_TP,NODE_D01_ELE1_BT,5,1,10.21076956,180,,,,,
D01_144118,NODE_D01_ELE1_BT,NODE_D01_MZ,1,1,57.19742874,12,,,,,Elevator to Street
D01_144119,NODE_D01_MZ,NODE_D01_FG1_UNPAID,1,1,17.82247364,4,,,,,
D01_144120,NODE_D01_FG1_UNPAID,NODE_D01_FG1_PAID,6,0,4.142384853,5,,,,,
D01_144121,NODE_D01_FG1_PAID,NODE_D01_FG1_UNPAID,7,0,4.142384853,5,,,,,
D01_144122,NODE_D01_FG1_PAID,NODE_D01_ELE2_TP,1,1,29.10756179,6,,,,Elevator to Train Platform,
D01_144123,NODE_D01_ELE2_TP,NODE_D01_ELE2_BT,5,1,6.834968663,180,,,,,
D01_144124,NODE_D01_ELE2_BT,PLF_D01_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,1,1,11.76437878,3,,,,OR New Carrollton/SV BL Downtown Largo,Elevator to Mezzanine
D01_144126,NODE_D01_ELE2_BT,PLF_D01_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,1,1,11.67567191,3,,,,OR Vienna/BL Franconia-Springfield/SV Wiehle-Reston East,Elevator to Mezzanine
D01_144128,NODE_D01_FG1_PAID,NODE_D01_ESC4_TP,1,1,47.58607498,10,,,,,
D01_144129,NODE_D01_ESC4_BT,NODE_D01_ESC4_TP,4,0,47.05213018,24,,,,,
D01_144130,PLF_D01_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,NODE_D01_ESC4_BT,1,1,105.9424779,23,,,,,
D01_144131,PLF_D01_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,NODE_D01_ESC4_BT,1,1,100.1219134,22,,,,,
D01_144132,NODE_D01_MZ,NODE_D01_FG2_UNPAID,1,1,17.68829049,4,,,,,
D01_144133,NODE_D01_FG2_UNPAID,NODE_D01_FG2_PAID,6,0,4.14369256,5,,,,,
D01_144134,NODE_D01_FG2_PAID,NODE_D01_FG2_UNPAID,7,0,4.14369256,5,,,,,
D01_144135,NODE_D01_FG2_PAID,NODE_D01_ESC3_TP,1,1,34.11903584,7,,,,OR BL SV Lines,
D01_144136,NODE_D01_ESC3_TP,NODE_D01_ESC3_BT,4,0,56.8297457,28,,,,,
D01_144137,NODE_D01_ESC3_BT,NODE_D01_ESC3_TP,4,0,56.84413171,28,,,,,
D01_144138,NODE_D01_ESC3_BT,PLF_D01_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,1,1,129.2585701,28,,,,OR New Carrollton/SV BL Downtown Largo,
D01_144139,NODE_D01_ESC3_BT,PLF_D01_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,1,1,129.4326036,28,,,,OR Vienna/BL Franconia-Springfield/SV Wiehle-Reston East,
D01_144125,PLF_D01_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,PF_D01_C,1,1,20.42878139,4,,,,,
D01_144127,PLF_D01_OR_VIENNA_BL_FRANCONIA_SV_WIEHLE,PF_D01_C,1,1,20.56603799,4,,,,,
C15_143110,ENT_C15_N,NODE_C15_N_MZ,1,1,23.58803121,5,,,,,
C15_143111,NODE_C15_N_MZ,NODE_C15_N_FG_UNPAID,1,1,15.45890204,3,,,,,
C15_143112,NODE_C15_N_FG_UNPAID,NODE_C15_N_FG_PAID,6,0,5.679331024,5,,,,,
C15_143113,NODE_C15_N_FG_PAID,NODE_C15_N_FG_UNPAID,7,0,5.679331024,5,,,,,
C15_143114,NODE_C15_N_FG_PAID,NODE_C15_N_ESC1_BT,1,1,27.63718436,6,,,,,
C15_143115,NODE_C15_N_ESC1_BT,NODE_C15_N_ESC1_TP,4,0,86.39904276,43,,,,,
C15_143116,NODE_C15_N_ESC1_TP,NODE_C15_N_ESC1_BT,4,0,86.42418631,43,,,,,
C15_143117,NODE_C15_N_FG_PAID,NODE_C15_N_ESC2_BT,1,1,116.1438123,25,,,,,
C15_143118,NODE_C15_N_ESC2_BT,NODE_C15_N_ESC2_TP,2,1,66.80501776,45,40,,,,
C15_143119,NODE_C15_N_ESC1_TP,NODE_C15_PLATFORM,1,1,70.5606246,15,,,,Yellow Line to Greenbelt,
C15_143120,NODE_C15_N_ESC2_TP,NODE_C15_PLATFORM,1,1,12.6341178,3,,,,Yellow Line to Greenbelt,
C15_143121,NODE_C15_N_FG_PAID,NODE_C15_N_ELE1_BT,1,1,159.5190942,35,,,,Wheelchair Accessible Elevator,
C15_143122,NODE_C15_N_ELE1_BT,NODE_C15_N_ELE1_TP,5,1,8.594006955,180,,,,,
C15_143123,NODE_C15_N_ELE1_TP,NODE_C15_PLATFORM,1,1,20.73326847,5,,,,Yellow Line to Greenbelt,Wheelchair Accessible Elevator
C15_143124,ENT_C15_S,NODE_C15_S_ESC1_BT,2,1,70.99624805,47,40,,,,
C15_143125,NODE_C15_S_ESC1_BT,ENT_C15_S,4,0,73.52614396,37,,,,,
C15_143126,NODE_C15_S_ESC1_BT,NODE_C15_S_MZ,1,1,18.46371793,4,,,,,
C15_143127,ENT_C15_S,NODE_C15_S_ELE1_TP,1,1,47.93793027,10,,,,,
C15_143128,NODE_C15_S_ELE1_TP,NODE_C15_S_ELE1_BT,5,1,5.924318864,180,,,,,
C15_143129,NODE_C15_S_ELE1_BT,NODE_C15_S_MZ,1,1,26.50424944,6,,,,,Elevator to Street & Garage
C15_143130,NODE_C15_S_MZ,NODE_C15_S_FG_UNPAID,1,1,57.1601265,12,,,,,
C15_143131,NODE_C15_S_FG_UNPAID,NODE_C15_S_FG_PAID,6,0,5.670489412,5,,,,,
C15_143132,NODE_C15_S_FG_PAID,NODE_C15_S_FG_UNPAID,7,0,5.670489412,5,,,,,
C15_143133,NODE_C15_S_FG_PAID,NODE_C15_S_ESC2_TP,1,1,60.684777,13,,,,,
C15_143134,NODE_C15_S_ESC2_TP,NODE_C15_S_ESC2_BT,4,0,129.5670503,65,,,,,
C15_143135,NODE_C15_S_ESC2_BT,NODE_C15_S_ESC2_TP,4,0,133.2058466,67,,,,,
C15_143136,NODE_C15_S_ESC2_BT,NODE_C15_PLATFORM,1,1,388.1032265,84,,,,Green Line to Greenbelt,North Kings Hwy
C15_143137,NODE_C15_S_FG_PAID,NODE_C15_S_ELE2_TP,1,1,71.0870555,15,,,,Wheelchair Accessible Elevator,
C15_143138,NODE_C15_S_ELE2_TP,NODE_C15_S_ELE2_BT,5,1,119.6988121,180,,,,,
C15_143139,NODE_C15_S_ELE2_BT,NODE_C15_PLATFORM,1,1,383.263934,83,,,,,North Kings Hwy/Elevator Ahead
C15_143140,NODE_C15_PLATFORM,PF_C15_C,1,1,96.25903098,21,,,,,
C14_142110,ENT_C14_W,NODE_C14_MZ,1,1,23.59036688,5,,,,,
C14_142111,ENT_C14_E,NODE_C14_MZ,1,1,23.59083998,5,,,,,
C14_142112,NODE_C14_MZ,NODE_C14_FG_UNPAID,1,1,33.4543813,7,,,,,
C14_142113,NODE_C14_FG_UNPAID,NODE_C14_FG_PAID,6,0,5.786448696,5,,,,,
C14_142114,NODE_C14_FG_PAID,NODE_C14_FG_UNPAID,7,0,5.786448696,5,,,,,
C14_142115,NODE_C14_FG_PAID,NODE_C14_ESC1_BT,1,1,31.36122564,7,,,,YL Line Huntington,
C14_142116,NODE_C14_ESC1_BT,NODE_C14_ESC1_TP,4,0,68.84472237,34,,,,,
C14_142117,NODE_C14_ESC1_TP,NODE_C14_ESC1_BT,2,1,68.77952807,46,44,,,,
C14_142118,NODE_C14_ESC1_TP,PLF_C14_YL_HUNTINGTON,1,1,14.28815031,3,,,,,
C14_142119,NODE_C14_FG_PAID,NODE_C14_ELE1_BT,1,1,146.6857581,32,,,,Elevator for Train to Huntington,
C14_142120,NODE_C14_ELE1_BT,NODE_C14_ELE1_TP,5,1,10.79129398,180,,,,,
C14_142121,NODE_C14_ELE1_TP,PLF_C14_YL_HUNTINGTON,1,1,57.90760644,13,,,,YL To Huntington,Wheelchair Accessible Elevator
C14_142123,NODE_C14_FG_PAID,NODE_C14_ESC2_BT,1,1,65.38418967,14,,,,YL Line/To Downtown,
C14_142124,NODE_C14_ESC2_BT,NODE_C14_ESC2_TP,4,0,68.81435463,34,,,,,
C14_142125,NODE_C14_ESC2_TP,NODE_C14_ESC2_BT,2,1,69.23181339,46,44,,,,
C14_142126,NODE_C14_ESC2_TP,PLF_C14_YL_FORT_TOTTEN,1,1,14.22083024,3,,,,YL to Greenbelt,
C14_142127,NODE_C14_FG_PAID,NODE_C14_ELE2_BT,1,1,180.9752816,39,,,,Elevator for Train to Convention Center via Downtown Washington,
C14_142128,NODE_C14_ELE2_BT,NODE_C14_ELE2_TP,5,1,10.14201136,180,,,,,
C14_142129,NODE_C14_ELE2_TP,PLF_C14_YL_FORT_TOTTEN,1,1,57.69501319,13,,,,YL to Greenbelt,Wheelchair Accessible Elevator
C14_142130,PLF_C14_YL_FORT_TOTTEN,PF_C14_1,1,1,31.73375053,7,,,,,
C14_142131,PLF_C14_YL_HUNTINGTON,PF_C14_2,1,1,49.50160816,11,,,,,
C13_141110,ENT_C13_M,NODE_C13_S_MZ,1,1,23.13245266,5,,,,,
C13_141111,NODE_C13_S_MZ,NODE_C13_S_FG_UNPAID,1,1,43.93198369,10,,,,,
C13_141112,NODE_C13_S_FG_UNPAID,NODE_C13_S_FG_PAID,6,0,6.121095987,5,,,,,
C13_141113,NODE_C13_S_FG_PAID,NODE_C13_S_FG_UNPAID,7,0,6.121095987,5,,,,,
C13_141114,NODE_C13_S_FG_PAID,NODE_C13_S_ESC1_BT,1,1,24.59677151,5,,,,,
C13_141115,NODE_C13_S_ESC1_BT,NODE_C13_S_ESC1_TP,4,0,65.6396259,33,,,,,
C13_141116,NODE_C13_S_ESC1_TP,NODE_C13_S_ESC1_BT,4,0,63.44235565,32,,,,,
C13_141117,NODE_C13_S_ESC1_TP,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,88.75071148,19,,,,BL Franconia-Springfiled/YL Huntington,Exit to King St and Buses/Transfer to Downtown Largo and Yellow Line Greenbelt
C13_141118,NODE_C13_S_ESC1_TP,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,87.45392918,19,,,,BL Downtown Largo/YL Greenbelt,Exit to King St and Buses/Transfer to Franconia-Springfield and Yellow Line Huntington
C13_141119,NODE_C13_S_FG_PAID,NODE_C13_MID_ESC1_BT,1,1,130.9219223,28,,,,,
C13_141120,NODE_C13_MID_ESC1_BT,NODE_C13_MID_ESC1_TP,2,1,46.74486645,31,42,,,,
C13_141121,NODE_C13_MID_ESC1_TP,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,12.94033854,3,,,,BL Franconia-Springfiled/YL Huntington,Exit to King St and Buses/Transfer to Blue Line Downtown Largo and Yellow Line Greenbelt
C13_141122,NODE_C13_MID_ESC1_TP,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,17.76230509,4,,,,BL Downtown Largo/YL Greenbelt,Exit to King St and Buses/Transfer to Blue Line Franconia-Springfield and Yellow Line Huntington
C13_141123,NODE_C13_S_FG_PAID,NODE_C13_MID_ELE1_BT,1,1,141.6869223,31,,,,,
C13_141124,NODE_C13_MID_ELE1_BT,NODE_C13_MID_ELE1_TP,5,1,9.15771473,180,,,,,
C13_141125,NODE_C13_MID_ELE1_TP,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,69.1234077,15,,,,BL Franconia-Springfiled/YL Huntington,Wheelchair Accessible Elevator Exit/Transfer to Blue Line Franconia-Springfield and Yellow Line Greenbelt
C13_141126,NODE_C13_MID_ELE1_TP,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,64.27683539,14,,,,BL Downtown Largo/YL Greenbelt,Wheelchair Accessible Elevator Exit/Transfer to Franconia-Springfield and Yellow Line Huntington
C13_141127,ENT_C13_MID,NODE_C13_MID_FG_UNPAID,1,1,48.88342911,11,,,,,
C13_141128,NODE_C13_MID_FG_UNPAID,NODE_C13_MID_FG_PAID,6,0,6.631116977,5,,,,,
C13_141129,NODE_C13_MID_FG_PAID,NODE_C13_MID_FG_UNPAID,7,0,6.631116977,5,,,,,
C13_141130,NODE_C13_MID_FG_PAID,NODE_C13_MID_ESC1_BT,1,1,54.8866737,12,,,,,
C13_141131,ENT_C13_N,NODE_C13_N_FG_UNPAID,1,1,18.71959684,4,,,,,
C13_141132,NODE_C13_N_FG_UNPAID,NODE_C13_N_FG_PAID,6,0,5.993144544,5,,,,,
C13_141133,NODE_C13_MID_FG_PAID,NODE_C13_MID_ELE1_BT,1,1,61.91360589,13,,,,,
C13_141134,NODE_C13_N_FG_PAID,NODE_C13_N_FG_UNPAID,7,0,5.993144544,5,,,,,
C13_141135,NODE_C13_N_FG_PAID,NODE_C13_N_ESC1_BT,1,1,46.90416266,10,,,,BL YL To All Trains,Exit to Commonwealth Ave
C13_141136,NODE_C13_N_ESC1_BT,NODE_C13_N_ESC1_TP,2,1,58.46008247,39,42,,,,
C13_141137,NODE_C13_N_ESC1_TP,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,348.957088,76,,,,BL Franconia-Springfiled/YL Huntington,Exit to Commonwealth Ave/Transfer to Downtown Largo and Yellow Line Greenbelt
C13_141138,NODE_C13_N_ESC1_TP,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,348.9088878,76,,,,BL Downtown Largo/YL Greenbelt,Exit to Commonwealth Ave/Transfer to Franconia-Springfield and Yellow Line Huntington
C13_141139,NODE_C13_N_FG_PAID,NODE_C13_N_ELE1_BT,1,1,54.20745662,12,,,,BL YL To All Trains/Elevator to Platform,Exit to Commonwealth Ave
C13_141140,NODE_C13_N_ELE1_BT,NODE_C13_N_ELE1_TP,5,1,9.284888965,180,,,,,
C13_141141,NODE_C13_N_ELE1_TP,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,399.2127605,87,,,,BL Downtown Largo/YL Greenbelt,Elevators to Street Exit to Commonwealth Ave/Transfer to Downtown Largo and Yellow Line Greenbelt
C13_141142,NODE_C13_N_ELE1_TP,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,399.1645604,87,,,,BL YL To All Trains/Elevator to Platform,Elevators to Street Exit to Commonwealth Ave/Transfer to Franconia-Springfield and Yellow Line Huntington
C13_141143,PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,PF_C13_C,1,1,70.07650681,15,,,,,
C13_141144,PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,PF_C13_C,1,1,73.96467224,16,,,,,
C12_140110,ENT_C12_M,NODE_C12_MZ,1,1,21.86065313,5,,,,,
C12_140111,NODE_C12_MZ,NODE_C12_FG_UNPAID,1,1,35.19077987,8,,,,,
C12_140112,NODE_C12_FG_UNPAID,NODE_C12_FG_PAID,6,0,5.864004567,5,,,,,
C12_140113,NODE_C12_FG_PAID,NODE_C12_FG_UNPAID,7,0,5.864004567,5,,,,,
C12_140114,NODE_C12_FG_PAID,NODE_C12_ELE_BT,1,1,25.04417476,5,,,,Wheelchair Accessible Elevator,
C12_140115,NODE_C12_ELE_BT,NODE_C12_ELE_TP,5,1,11.01493466,180,,,,,
C12_140116,NODE_C12_ELE_TP,PLF_C12_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,118.1599288,26,,,,BL Franconia-Springfield/YL Huntington,Wheelchair Accessible Elevator
C12_140117,NODE_C12_ELE_TP,PLF_C12_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,114.5707058,25,,,,BL Downtown Largo/YL Greenbelt,Wheelchair Accessible Elevator
C12_140118,NODE_C12_FG_PAID,NODE_C12_ESC_BT,1,1,51.57432481,11,,,,,
C12_140119,NODE_C12_ESC_BT,NODE_C12_ESC_TP,4,0,71.53676454,36,,,,,
C12_140120,NODE_C12_ESC_TP,NODE_C12_ESC_BT,4,0,71.5365724,36,,,,,
C12_140121,NODE_C12_ESC_TP,PLF_C12_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,8.999024503,2,,,,BL Franconia-Springfield/YL Huntington,
C12_140123,NODE_C12_ESC_TP,PLF_C12_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,8.505024763,2,,,,BL Downtown Largo/YL Greenbelt,
C12_140122,PLF_C12_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,PF_C12_C,1,1,16.54631876,4,,,,,
C12_140124,PLF_C12_BL_DOWNTOWN_LARGO_YL_GREENBELT,PF_C12_C,1,1,15.74235727,3,,,,,
C10_139110,ENT_C10_S,NODE_C10_S_MZ,1,1,46.75816462,10,,,,,Welcome to Ronald Reagan Washington National Airport
C10_139111,NODE_C10_S_MZ,NODE_C10_S_FG_UNPAID,1,1,16.76060223,4,,,,,
C10_139112,NODE_C10_S_FG_UNPAID,NODE_C10_S_FG_PAID,6,0,5.999947786,5,,,,,
C10_139113,NODE_C10_S_FG_PAID,NODE_C10_S_FG_UNPAID,7,0,5.999947786,5,,,,,
C10_139114,NODE_C10_S_FG_PAID,NODE_C10_S_ESC1_BT,1,1,38.9445205,8,,,,BL To Franconia-Springfield/YL To Huntington,
C10_139115,NODE_C10_S_ESC1_BT,NODE_C10_S_ESC1_TP,4,0,66.62282494,33,,,,,
C10_139116,NODE_C10_S_ESC1_TP,NODE_C10_S_ESC1_BT,4,0,66.62392177,33,,,,,
C10_139117,NODE_C10_S_ESC1_TP,PLF_C10_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,307.0771476,67,,,,Trains toward Huntington/Franconia-Springfield this platform,"Exit, Terminals A B"
C10_139118,NODE_C10_S_FG_PAID,NODE_C10_S_ESC2_BT,1,1,68.00717286,15,,,,"BL To Downtown Largo via Washington, DC/YL to Greenbelt via Washington, DC",
C10_139119,NODE_C10_S_ESC2_BT,NODE_C10_S_ESC2_TP,4,0,66.615024,33,,,,,
C10_139120,NODE_C10_S_ESC2_TP,NODE_C10_S_ESC2_BT,4,0,66.61448549,33,,,,,
C10_139121,NODE_C10_S_ESC2_TP,PLF_C10_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,307.3432479,67,,,,Continue ahead to board trains,"Exit, Terminals A B"
C10_139123,NODE_C10_MID_MZ,NODE_C10_MID_FG_UNPAID,1,1,8.976478665,2,,,,,
C10_139124,NODE_C10_MID_FG_UNPAID,NODE_C10_MID_FG_PAID,6,0,5.749869799,5,,,,,
C10_139125,NODE_C10_MID_FG_PAID,NODE_C10_MID_FG_UNPAID,7,0,5.749869799,5,,,,,
C10_139126,NODE_C10_MID_FG_PAID,NODE_C10_MID_ELE1_BT,1,1,20.35792458,4,,,,Elevator Metro Rail Only/To Virginia/BL Franconia-Springfield/YL Huntington,
C10_139127,NODE_C10_MID_ELE1_BT,NODE_C10_MID_ELE1_TP,5,1,10.32213234,180,,,,,
C10_139128,NODE_C10_MID_ELE1_TP,PLF_C10_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,4.834233213,1,,,,,Wheelchair Accessible Elevator
C10_139129,NODE_C10_MID_FG_PAID,NODE_C10_MID_ELE2_BT,1,1,20.68462692,4,,,,"To Washington, D.C./BL Downtown Largo/YL Greenbelt",
C10_139130,NODE_C10_MID_ELE2_BT,NODE_C10_MID_ELE2_TP,5,1,10.42006947,180,,,,,
C10_139131,NODE_C10_MID_ELE2_TP,PLF_C10_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,4.810204295,1,,,,,Wheelchair Accessible Elevator
C10_139134,ENT_C10_N,NODE_C10_N_MZ,1,1,44.64485598,10,,,,,
C10_139135,NODE_C10_N_MZ,NODE_C10_N_FG_UNPAID,1,1,17.84413329,4,,,,,
C10_139136,NODE_C10_N_FG_UNPAID,NODE_C10_N_FG_PAID,6,0,3.641140326,5,,,,,
C10_139137,NODE_C10_N_FG_PAID,NODE_C10_N_FG_UNPAID,7,0,3.641140326,5,,,,,
C10_139138,NODE_C10_N_FG_PAID,NODE_C10_N_ESC1_BT,1,1,29.20165345,6,,,,"BL To Downtown Largo via Washington, DC/YL to Greenbelt via Washington, DC",
C10_139139,NODE_C10_N_ESC1_BT,NODE_C10_N_ESC1_TP,4,0,70.9543852,35,,,,,
C10_139140,NODE_C10_N_ESC1_TP,NODE_C10_N_ESC1_BT,4,0,70.95439747,35,,,,,
C10_139141,NODE_C10_N_ESC1_TP,PLF_C10_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,275.0851688,60,,,,Trains toward Downtown this platform,Exit/Terminal C
C10_139144,NODE_C10_N_FG_PAID,NODE_C10_N_ESC2_BT,1,1,57.92354641,13,,,,"BL To Downtown Largo via Washington, DC/YL to Greenbelt via Washington, DC",
C10_139145,NODE_C10_N_ESC2_BT,NODE_C10_N_ESC2_TP,4,0,71.05363008,36,,,,,
C10_139146,NODE_C10_N_ESC2_TP,NODE_C10_N_ESC2_BT,4,0,71.05445271,36,,,,,
C10_139147,NODE_C10_N_ESC2_TP,PLF_C10_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,275.3372007,60,,,,Continue ahead to board trains,Exit/Terminal C
C10_139149,ENT_C10_N,NODE_C10_MID_MZ,1,1,633.2391842,138,,,,Passageway to Elevator/Elevators to Trains,To Metro
C10_139150,ENT_C10_S,NODE_C10_MID_MZ,1,1,543.9531036,118,,,,"Metrobuses, Elevator/Elevator Plaza",To Metro
C10_139132,PLF_C10_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,PF_C10_2,1,1,15.68800102,3,,,,,
C10_139133,PLF_C10_BL_DOWNTOWN_LARGO_YL_GREENBELT,PF_C10_1,1,1,16.41246032,4,,,,,
C09_138110,ENT_C09_M,NODE_C09_ESC1_BT,4,0,66.83360178,33,,,,Crystal City Station,
C09_138111,NODE_C09_ESC1_BT,ENT_C09_M,4,0,62.50743387,31,,,,,
C09_138112,NODE_C09_ESC1_BT,NODE_C09_ESC2_TP,1,1,77.90668214,17,,,,,
C09_138113,NODE_C09_ESC2_TP,NODE_C09_ESC2_BT,4,0,66.26937451,33,,,,,
C09_138114,NODE_C09_ESC2_BT,NODE_C09_ESC2_TP,4,0,61.6223996,31,,,,,
C09_138115,NODE_C09_ESC2_BT,NODE_C09_MZ,1,1,86.10547463,19,,,,,
C09_138116,ENT_C09_W_EL,NODE_C09_ELE1_TP,1,1,5.590460154,1,,,,Crystal City Station Elevator to Mezzanine,
C09_138117,NODE_C09_ELE1_TP,NODE_C09_ELE1_BT,5,1,11.50944252,180,,,,,
C09_138118,NODE_C09_ELE1_BT,NODE_C09_MZ,1,1,94.48663904,21,,,,,Elevator to Street
C09_138119,NODE_C09_FG_UNPAID,NODE_C09_FG_PAID,6,0,5.32237008,5,,,,,
C09_138120,NODE_C09_FG_PAID,NODE_C09_FG_UNPAID,7,0,5.32237008,5,,,,,
C09_138121,NODE_C09_FG_PAID,NODE_C09_ELE2_TP,1,1,48.54395834,11,,,,BL Downtown Largo/YL Greenbelt/Elevator to Train Platform,
C09_138122,NODE_C09_ELE2_TP,NODE_C09_ELE2_BT,5,1,13.11393977,180,,,,,
C09_138123,NODE_C09_ELE2_BT,PLF_C09_BL_DOWNTOWN_LARGO_YL_GREENBELT,1,1,24.34889542,5,,,,,Wheelchair Accessible Elevator
C09_138124,NODE_C09_FG_PAID,NODE_C09_ELE3_TP,1,1,49.61060575,11,,,,BL Franconia-Springfield/YL Huntington/Elevator to Train Platform,
C09_138125,NODE_C09_ELE3_TP,NODE_C09_ELE3_BT,5,1,13.24066966,180,,,,,
C09_138126,NODE_C09_ELE3_BT,PLF_C09_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,1,1,22.40056936,5,,,,,Wheelchair Accessible Elevator
